State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Maharashtra,Shirdi,SADASHIV KISAN LOKHANDE,Shivsena,486820,47.29,Won
Maharashtra,Shirur,Dr. Amol Ramsing Kolhe,Nationalist Congress Party,635830,49.17,Won
Maharashtra,Solapur,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,Bharatiya Janata Party,524985,48.41,Won
Maharashtra,Thane,RAJAN BABURAO VICHARE,Shivsena,740969,63.3,Won
Maharashtra,Wardha,Ramdas Chandrabhanji Tadas,Bharatiya Janata Party,578364,53.92,Won
Maharashtra,Yavatmal-Washim,Bhavana Pundlikrao Gawali,Shivsena,542098,46.17,Won
Manipur,Inner manipur,DR RAJKUMAR RANJAN SINGH,Bharatiya Janata Party,263632,34.72,Won
Manipur,Outer manipur,Lorho S. Pfoze,Naga Peoples Front,363527,42.37,Won
Meghalaya,Shillong,VINCENT H. PALA,Indian National Congress,419689,53.52,Won
Meghalaya,Tura,AGATHA K. SANGMA,National People's Party,304455,52.22,Won
Mizoram,MIZORAM,C LALROSANGA,Mizo National Front,224286,44.89,Won
Nagaland,Nagaland,Tokheho Yepthomi,Nationalist Democratic Progressive Party,500510,49.73,Won
NCT OF Delhi,CHANDNI CHOWK,HARSH VARDHAN,Bharatiya Janata Party,519055,52.94,Won
NCT OF Delhi,EAST DELHI,GAUTAM GAMBHIR,Bharatiya Janata Party,696156,55.35,Won
NCT OF Delhi,NEW DELHI,MEENAKASHI LEKHI,Bharatiya Janata Party,504206,54.77,Won
NCT OF Delhi,NORTH EAST DELHI,MANOJ TIWARI,Bharatiya Janata Party,787799,53.9,Won
NCT OF Delhi,NORTH WEST DELHI,HANS RAJ HANS,Bharatiya Janata Party,848663,60.49,Won
NCT OF Delhi,SOUTH DELHI,RAMESH BIDHURI,Bharatiya Janata Party,687014,56.58,Won
NCT OF Delhi,WEST DELHI,PARVESH SAHIB SINGH VERMA,Bharatiya Janata Party,865648,60.05,Won
Odisha,Aska,Pramila Bisoyi,Biju Janata Dal,552749,54.52,Won
Odisha,Balasore,PRATAP CHANDRA SARANGI,Bharatiya Janata Party,483858,41.79,Won
Odisha,Bargarh,Suresh Pujari,Bharatiya Janata Party,581245,46.58,Won
Odisha,Berhampur,CHANDRA SEKHAR SAHU,Biju Janata Dal,443843,44.84,Won
Odisha,Bhadrak,MANJULATA MANDAL,Biju Janata Dal,512305,41.86,Won
Odisha,Bhubaneswar,APARAJITA SARANGI,Bharatiya Janata Party,486991,48.45,Won
Odisha,Bolangir,Sangeeta Kumari Singh Deo,Bharatiya Janata Party,498086,38.12,Won
Odisha,Cuttack,BHARTRUHARI MAHTAB,Biju Janata Dal,524592,49.51,Won
Odisha,Dhenkanal,MAHESH SAHOO,Biju Janata Dal,522884,46.21,Won
Odisha,Jagatsinghpur,RAJASHREE MALLICK,Biju Janata Dal,619985,50.44,Won
Odisha,Jajpur,SARMISTHA SETHI,Biju Janata Dal,544020,49.81,Won
Odisha,Kalahandi,BASANTA KUMAR PANDA,Bharatiya Janata Party,433074,35.26,Won
Odisha,Kandhamal,ACHYUTANANDA SAMANTA,Biju Janata Dal,461679,49.01,Won
Odisha,Kendrapara,Anubhav Mohanty,Biju Janata Dal,628939,50.87,Won
Odisha,Keonjhar,Chandrani Murmu,Biju Janata Dal,526359,44.75,Won
Odisha,Koraput,SAPTAGIRI SANKAR ULAKA,Indian National Congress,371129,34.36,Won
Odisha,Mayurbhanj,BISHWESWAR TUDU,Bharatiya Janata Party,483812,42.06,Won
Odisha,Nabarangpur,RAMESH CHANDRA MAJHI,Biju Janata Dal,392504,33.85,Won
Odisha,Puri,PINAKI MISRA,Biju Janata Dal,538321,47.4,Won
Odisha,Sambalpur,NITESH GANGA DEB,Bharatiya Janata Party,473770,42.13,Won
Odisha,Sundargarh,Jual Oram,Bharatiya Janata Party,500056,45.45,Won
Puducherry,Puducherry,Ve. VAITHILINGAM,Indian National Congress,444981,56.27,Won
Punjab,Amritsar,GURJEET SINGH AUJLA,Indian National Congress,445032,51.78,Won
Punjab,Anandpur Sahib,Manish Tewari,Indian National Congress,428045,39.57,Won
Punjab,Bathinda,Harsimrat Kaur Badal,Shiromani Akali Dal,492824,41.04,Won
Punjab,Faridkot,Mohammad Sadique,Indian National Congress,419065,42.98,Won
Punjab,Fatehgarh Sahib,AMAR SINGH,Indian National Congress,411651,41.75,Won
Punjab,Firozpur,SUKHBIR SINGH BADAL,Shiromani Akali Dal,633427,54.05,Won
Punjab,Gurdaspur,SUNNY DEOL,Bharatiya Janata Party,558719,50.61,Won
Punjab,Hoshiarpur,SOM PARKASH,Bharatiya Janata Party,421320,42.52,Won
Punjab,Jalandhar,Santokh Singh Chaudhary,Indian National Congress,385712,37.85,Won
Punjab,Khadoor Sahib,JASBIR SINGH GILL (DIMPA),Indian National Congress,459710,43.95,Won
Punjab,Ludhiana,RAVNEET SINGH BITTU,Indian National Congress,383795,36.66,Won
Punjab,Patiala,Preneet Kaur,Indian National Congress,532027,45.17,Won
Punjab,Sangrur,BHAGWANT MANN,Aam Aadmi Party,413561,37.4,Won
Rajasthan,Ajmer,Bhagirath Chaudhary,Bharatiya Janata Party,815076,64.58,Won
Rajasthan,Alwar,Balak Nath,Bharatiya Janata Party,760201,60.06,Won
Rajasthan,Banswara,KANAKMAL KATARA,Bharatiya Janata Party,711709,49.44,Won
Rajasthan,Barmer,KAILASH CHOUDHARY,Bharatiya Janata Party,846526,59.52,Won
Rajasthan,BHARATPUR,RANJEETA KOLI,Bharatiya Janata Party,707992,61.74,Won
Rajasthan,Bhilwara,SUBHASH CHANDRA BAHERIA,Bharatiya Janata Party,938160,71.59,Won
Rajasthan,Bikaner (SC),ARJUN RAM MEGHWAL,Bharatiya Janata Party,657743,59.82,Won
Rajasthan,Chittorgarh,Chandra Prakash Joshi,Bharatiya Janata Party,982942,67.38,Won
Rajasthan,Churu,RAHUL KASWAN,Bharatiya Janata Party,792999,59.69,Won
Rajasthan,Dausa,Jaskaur Meena,Bharatiya Janata Party,548733,51.63,Won
Rajasthan,Ganganagar,NIHAL CHAND,Bharatiya Janata Party,897177,61.8,Won
Rajasthan,Jaipur,Ramcharan Bohra,Bharatiya Janata Party,924065,63.45,Won
Rajasthan,Jaipur Rural,COL. RAJYAVARDHAN RATHORE,Bharatiya Janata Party,820132,64.24,Won
Rajasthan,Jalore,Devaji Patel,Bharatiya Janata Party,772833,56.76,Won
Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,Bharatiya Janata Party,887400,64.78,Won
Rajasthan,Jhunjhunu,NARENDRA KUMAR,Bharatiya Janata Party,738163,61.57,Won
Rajasthan,Jodhpur,Gajendra Singh Shekhawat,Bharatiya Janata Party,788888,58.6,Won
Rajasthan,KARAULI-DHOLPUR,MANOJ RAJORIA,Bharatiya Janata Party,526443,52.75,Won
Rajasthan,Kota,OM BIRLA,Bharatiya Janata Party,800051,58.52,Won
Rajasthan,Nagaur,HANUMAN BENIWAL,Rashtriya Loktantrik Party,660051,54.86,Won
Rajasthan,Pali,P. P. CHAUDHARY,Bharatiya Janata Party,900149,66.2,Won
Rajasthan,Rajsamand,Diya Kumari,Bharatiya Janata Party,863039,69.61,Won
Rajasthan,Sikar,Sumedhanand Saraswati,Bharatiya Janata Party,772104,58.19,Won
Rajasthan,TONK-SAWAI MADHOPUR,Sukhbir Singh Jaunapuria,Bharatiya Janata Party,644319,52.24,Won
Rajasthan,Udaipur,ARJUNLAL MEENA,Bharatiya Janata Party,871548,59.92,Won
Sikkim,Sikkim,INDRA HANG SUBBA,Sikkim Krantikari Morcha,166922,47.46,Won
Tamil Nadu,Arakkonam,S. JAGATHRAKSHAKAN,Dravida Munnetra Kazhagam,672190,57.06,Won
Tamil Nadu,Arani,VISHNU PRASAD M K,Indian National Congress,617760,54.0,Won
Tamil Nadu,Chennai central,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,448911,57.15,Won
Tamil Nadu,Chennai North,Dr. KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,590986,61.85,Won
Tamil Nadu,Chennai South,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,564872,50.17,Won
Tamil Nadu,Chidambaram,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,500229,43.38,Won
Tamil Nadu,Coimbatore,NATARAJAN. P.R,Communist Party of India (Marxist),571150,45.66,Won
Tamil Nadu,Cuddalore,T. R. V .S. RAMESH,Dravida Munnetra Kazhagam,522160,50.05,Won
Tamil Nadu,Dharmapuri,DNV SENTHILKUMAR. S.,Dravida Munnetra Kazhagam,574988,47.01,Won
Tamil Nadu,Dindigul,"VELUSAMY, P.",Dravida Munnetra Kazhagam,746523,64.35,Won
Tamil Nadu,Erode,GANESHAMURTHI A,Dravida Munnetra Kazhagam,563591,52.78,Won
Tamil Nadu,Kallakurichi,Gautham Sigamani Pon,Dravida Munnetra Kazhagam,721713,59.92,Won
Tamil Nadu,Kancheepuram,Selvam.G,Dravida Munnetra Kazhagam,684004,55.27,Won
Tamil Nadu,Kanniyakumari,Vasanthakumar. H,Indian National Congress,627235,59.83,Won
Tamil Nadu,Karur,Jothimani S,Indian National Congress,695697,63.06,Won
Tamil Nadu,Krishnagiri,Dr.A.CHELLAKUMAR,Indian National Congress,611298,52.64,Won
Tamil Nadu,Madurai,VENKATESAN S,Communist Party of India (Marxist),447075,44.0,Won
Tamil Nadu,Mayiladuthurai,RAMALINGAM. S,Dravida Munnetra Kazhagam,599292,54.62,Won
Tamil Nadu,Nagapattinam,SELVARAJ M,Communist Party of India,522892,52.17,Won
Tamil Nadu,Namakkal,CHINRAJ A.K.P,Dravida Munnetra Kazhagam,626293,55.24,Won
Tamil Nadu,Nilgiris,"RAJA, A.",Dravida Munnetra Kazhagam,547832,54.2,Won
Tamil Nadu,Perambalur,"Dr.PAARIVENDHAR, T. R",Dravida Munnetra Kazhagam,683697,62.0,Won
Tamil Nadu,Pollachi,SHANMUGA SUNDARAM. K,Dravida Munnetra Kazhagam,554230,51.23,Won
Tamil Nadu,Ramanathapuram,K. NAVASKANI,Indian Union Muslim League,469943,44.08,Won
Tamil Nadu,Salem,PARTHIBAN.S.R,Dravida Munnetra Kazhagam,606302,48.29,Won
Tamil Nadu,Sivaganga,KARTI P CHIDAMBARAM,Indian National Congress,566104,52.2,Won
Tamil Nadu,Sriperumbudur,Baalu.T.R.,Dravida Munnetra Kazhagam,793281,56.39,Won
Tamil Nadu,Tenkasi,DHANUSH.M.KUMAR,Dravida Munnetra Kazhagam,476156,44.69,Won
Tamil Nadu,Thanjavur,"PALANIMANICKAM,S.S.",Dravida Munnetra Kazhagam,588978,55.6,Won
Tamil Nadu,Theni,"RAVEENDRANATH KUMAR, P",All India Anna Dravida Munnetra Kazhagam,504813,43.02,Won
Tamil Nadu,Thiruvallur,Dr.K.Jayakumar,Indian National Congress,767292,54.49,Won
Tamil Nadu,Thoothukkudi,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,563143,56.81,Won
Tamil Nadu,Tiruchirappalli,Thirunavukkarasar. SU,Indian National Congress,621285,59.28,Won
Tamil Nadu,Tirunelveli,GNANATHIRAVIAM S,Dravida Munnetra Kazhagam,522623,50.26,Won
Tamil Nadu,Tiruppur,"SUBBARAYAN, K.",Communist Party of India,508725,45.44,Won
Tamil Nadu,Tiruvannamalai,ANNADURAI C N,Dravida Munnetra Kazhagam,666272,57.85,Won
Tamil Nadu,Viluppuram,RAVIKUMAR D,Dravida Munnetra Kazhagam,559585,49.28,Won
Tamil Nadu,Virudhunagar,"MANICKAM TAGORE, B.",Indian National Congress,470883,43.81,Won
Telangana,Adilabad,SOYAM BAPU RAO,Bharatiya Janata Party,377374,35.48,Won
Telangana,Bhongir,Komati Reddy Venkat Reddy,Indian National Congress,532795,43.94,Won
Telangana,CHEVELLA,Dr. G. Ranjith Reddy,Telangana Rashtra Samithi,528148,40.62,Won
Telangana,Hyderabad,ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,517471,58.95,Won
Telangana,Karimnagar,BANDI SANJAY KUMAR,Bharatiya Janata Party,498276,43.42,Won
Telangana,Khammam,NAMA NAGESWR RAO,Telangana Rashtra Samithi,567459,49.78,Won
Telangana,Mahabubabad,Kavitha Malothu,Telangana Rashtra Samithi,462109,46.98,Won
Telangana,Mahbubnagar,MANNE SRINIVAS REDDY,Telangana Rashtra Samithi,411402,41.78,Won
Telangana,Malkajgiri,ANUMULA REVANTH REDDY,Indian National Congress,603748,38.63,Won
Telangana,Medak,Kotha Prabhakar Reddy,Telangana Rashtra Samithi,596048,51.82,Won
Telangana,Nagarkurnool,POTHUGANTI RAMULU,Telangana Rashtra Samithi,499672,50.48,Won
Telangana,Nalgonda,UTTAM KUMAR REDDY NALAMADA,Indian National Congress,526028,44.74,Won
Telangana,Nizamabad,ARVIND DHARMAPURI,Bharatiya Janata Party,480584,45.22,Won
Telangana,Peddapalle,Venkatesh Netha Borlakunta,Telangana Rashtra Samithi,441321,45.49,Won
Telangana,Secundrabad,G . KISHAN REDDY,Bharatiya Janata Party,384780,42.05,Won
Telangana,Warangal,DAYAKAR PASUNOORI,Telangana Rashtra Samithi,612498,57.69,Won
Telangana,Zahirabad,B.B.PATIL,Telangana Rashtra Samithi,434244,41.58,Won
Tripura,Tripura East,Rebati Tripura,Bharatiya Janata Party,482126,46.12,Won
Tripura,Tripura West,Pratima Bhoumik,Bharatiya Janata Party,573532,51.77,Won
Uttar Pradesh,Agra,Satyapal Singh Baghel,Bharatiya Janata Party,646875,56.48,Won
Uttar Pradesh,Akbarpur,Devendra Singh 'Bhole',Bharatiya Janata Party,581282,56.69,Won
Uttar Pradesh,Aligarh,SATISH KUMAR GAUTAM,Bharatiya Janata Party,656215,56.42,Won
Uttar Pradesh,Allahabad,Rita Bahuguna Joshi,Bharatiya Janata Party,494454,55.62,Won
Uttar Pradesh,Ambedkar Nagar,Ritesh Pandey,Bahujan Samaj Party,564118,51.75,Won
Uttar Pradesh,Amethi,Smriti Irani,Bharatiya Janata Party,468514,49.71,Won
Uttar Pradesh,Amroha,KUNWAR DANISH ALI,Bahujan Samaj Party,601082,51.41,Won
Uttar Pradesh,Aonla,DHARMENDRA KASHYAP,Bharatiya Janata Party,537675,51.07,Won
Uttar Pradesh,Azamgarh,Akhilesh Yadav,Samajwadi Party,621578,60.4,Won
Uttar Pradesh,Badaun,Dr. Sanghmitra Maurya,Bharatiya Janata Party,511352,47.3,Won
Uttar Pradesh,Baghpat,Dr. SATYAPAL SINGH,Bharatiya Janata Party,525789,50.32,Won
Uttar Pradesh,Bahraich,AKSHAIBAR LAL,Bharatiya Janata Party,525982,53.14,Won
Uttar Pradesh,Ballia,Virendra Singh,Bharatiya Janata Party,469114,47.4,Won
Uttar Pradesh,Banda,R.K. SINGH PATEL,Bharatiya Janata Party,477926,46.2,Won
Uttar Pradesh,Bansgaon,Kamlesh Paswan,Bharatiya Janata Party,546673,56.41,Won
Uttar Pradesh,Barabanki,Upendra Singh Rawat,Bharatiya Janata Party,535917,46.39,Won
Uttar Pradesh,Bareilly,SANTOSH KUMAR GANGWAR,Bharatiya Janata Party,565270,52.91,Won
Uttar Pradesh,Basti,HARISH CHANDRA ALIAS HARISH DWIVEDI,Bharatiya Janata Party,471162,44.68,Won
Uttar Pradesh,Bhadohi,RAMESH CHAND,Bharatiya Janata Party,510029,49.07,Won
Uttar Pradesh,Bijnor,MALOOK NAGAR,Bahujan Samaj Party,561045,50.97,Won
Uttar Pradesh,Bulandshahr,BHOLA SINGH,Bharatiya Janata Party,681321,60.64,Won
Uttar Pradesh,Chandauli,Dr. Mahendra Nath Pandey,Bharatiya Janata Party,510733,47.07,Won
Uttar Pradesh,Deoria,RAMAPATI RAM TRIPATHI,Bharatiya Janata Party,580644,57.19,Won
Uttar Pradesh,Dhaurahra,REKHA VERMA,Bharatiya Janata Party,512905,48.21,Won
Uttar Pradesh,Domariyaganj,JAGDAMBIKA PAL,Bharatiya Janata Party,492253,49.96,Won
Uttar Pradesh,Etah,Rajveer Singh (Raju Bhaiya),Bharatiya Janata Party,545348,54.56,Won
Uttar Pradesh,Etawah,Dr RAM SHANKAR KATHERIA,Bharatiya Janata Party,522119,50.8,Won
Uttar Pradesh,Faizabad,LALLU SINGH,Bharatiya Janata Party,529021,48.66,Won
Uttar Pradesh,Farrukhabad,Mukesh Rajput,Bharatiya Janata Party,569880,56.82,Won
Uttar Pradesh,Fatehpur,NIRANJAN JYOTI,Bharatiya Janata Party,566040,54.24,Won
Uttar Pradesh,Fatehpur Sikri,RAJKUMAR CHAHAR,Bharatiya Janata Party,667147,64.32,Won
Uttar Pradesh,Firozabad,Dr. Chandra Sen Jadon,Bharatiya Janata Party,495819,46.09,Won
Uttar Pradesh,Gautam Buddha Nagar,Dr. MAHESH SHARMA,Bharatiya Janata Party,830812,59.64,Won
Uttar Pradesh,Ghaziabad,Vijay Kumar Singh,Bharatiya Janata Party,944503,61.96,Won
Uttar Pradesh,Ghazipur,AFZAL ANSARI,Bahujan Samaj Party,566082,51.2,Won
Uttar Pradesh,Ghosi,ATUL KUMAR SINGH,Bahujan Samaj Party,573829,50.3,Won
Uttar Pradesh,Gonda,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,Bharatiya Janata Party,508190,55.01,Won
Uttar Pradesh,Gorakhpur,Ravindra Shyamnarayan Shukla alias Ravi Kishan,Bharatiya Janata Party,717122,60.54,Won
Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,Bharatiya Janata Party,575122,52.77,Won
Uttar Pradesh,Hardoi,Jai Prakash,Bharatiya Janata Party,568143,53.72,Won
Uttar Pradesh,Hathras,RAJVIR DILER,Bharatiya Janata Party,684299,59.49,Won
Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,581763,51.49,Won
Uttar Pradesh,Jaunpur,SHYAM SINGH YADAV,Bahujan Samaj Party,521128,50.08,Won
Uttar Pradesh,Jhansi,Anurag Sharma,Bharatiya Janata Party,809272,58.61,Won
Uttar Pradesh,Kairana,Pradeep Kumar,Bharatiya Janata Party,566961,50.44,Won
Uttar Pradesh,Kaiserganj,Brijbhusan Sharan Singh,Bharatiya Janata Party,581358,59.24,Won
Uttar Pradesh,Kannauj,SUBRAT PATHAK,Bharatiya Janata Party,563087,49.37,Won
Uttar Pradesh,Kanpur,Satyadev Pachauri,Bharatiya Janata Party,468937,55.63,Won
Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,Bharatiya Janata Party,383009,39.31,Won
Uttar Pradesh,Kheri,Ajay Kumar,Bharatiya Janata Party,609589,53.63,Won
Uttar Pradesh,Kushi Nagar,VIJAY KUMAR DUBEY,Bharatiya Janata Party,597039,56.69,Won
Uttar Pradesh,Lalganj,Sangeeta Azad,Bahujan Samaj Party,518820,54.01,Won
Uttar Pradesh,Lucknow,Rajnath Singh,Bharatiya Janata Party,633026,56.7,Won
Uttar Pradesh,Machhlishahr,Bholanath (B.P. Saroj),Bharatiya Janata Party,488397,47.19,Won
Uttar Pradesh,Maharajganj,PANKAJ CHOUDHARY,Bharatiya Janata Party,726349,59.2,Won
Uttar Pradesh,Mainpuri,MULAYAM SINGH YADAV,Samajwadi Party,524926,53.75,Won
Uttar Pradesh,Mathura,HEMA MALINI,Bharatiya Janata Party,671293,60.88,Won
Uttar Pradesh,Meerut,RAJENDRA AGARWAL,Bharatiya Janata Party,586184,48.19,Won
Uttar Pradesh,Mirzapur,Anupriya Singh Patel,Apna Dal (Soneylal),591564,53.34,Won
Uttar Pradesh,Misrikh,Ashok Kumar Rawat,Bharatiya Janata Party,534429,52.05,Won
Uttar Pradesh,Mohanlalganj,Kaushal Kishore,Bharatiya Janata Party,629748,49.62,Won
Uttar Pradesh,Moradabad,Dr. S.T. HASAN,Samajwadi Party,649416,50.65,Won
Uttar Pradesh,Muzaffarnagar,Sanjeev Kumar Balyan,Bharatiya Janata Party,573780,49.46,Won
Uttar Pradesh,Nagina,GIRISH CHANDRA,Bahujan Samaj Party,568378,56.31,Won
Uttar Pradesh,Phulpur,Keshari Devi Patel,Bharatiya Janata Party,544701,55.68,Won
Uttar Pradesh,Pilibhit,Feroze Varun Gandhi,Bharatiya Janata Party,704549,59.38,Won
Uttar Pradesh,Pratapgarh,SANGAM LAL GUPTA,Bharatiya Janata Party,436291,47.7,Won
Uttar Pradesh,Rae Bareli,SONIA GANDHI,Indian National Congress,534918,55.8,Won
Uttar Pradesh,Rampur,Mohammad Azam Khan,Samajwadi Party,559177,52.71,Won
Uttar Pradesh,Robertsganj,PAKAURI LAL KOL,Apna Dal (Soneylal),447914,45.32,Won
Uttar Pradesh,Saharanpur,HAJI FAZLUR REHMAN,Bahujan Samaj Party,514139,41.74,Won
Uttar Pradesh,Salempur,RAVINDER,Bharatiya Janata Party,467241,50.73,Won
Uttar Pradesh,Sambhal,DR. SHAFIQUR REHMAN BARQ,Samajwadi Party,658006,55.6,Won
Uttar Pradesh,Sant Kabir Nagar,PRAVEEN KUMAR NISHAD,Bharatiya Janata Party,467543,43.97,Won
Uttar Pradesh,Shahjahanpur,Arun Kumar Sagar,Bharatiya Janata Party,688990,58.09,Won
Uttar Pradesh,Shrawasti,RAM SHIROMANI,Bahujan Samaj Party,441771,44.31,Won
Uttar Pradesh,Sitapur,Rajesh Verma,Bharatiya Janata Party,514528,48.33,Won
Uttar Pradesh,Sultanpur,MANEKA SANJAI GANDHI,Bharatiya Janata Party,459196,45.91,Won
Uttar Pradesh,Unnao,Swami Sakshi Ji Maharaj,Bharatiya Janata Party,703507,56.87,Won
Uttar Pradesh,Varanasi,NARENDRA MODI,Bharatiya Janata Party,674664,63.62,Won
Uttarakhand,Almora,Ajay Tamta,Bharatiya Janata Party,444651,64.03,Won
Uttarakhand,Garhwal,Tirath Singh Rawat,Bharatiya Janata Party,506980,68.25,Won
Uttarakhand,Hardwar,Ramesh Pokhriyal 'Nishank',Bharatiya Janata Party,665674,52.37,Won
Uttarakhand,Nainital-udhamsingh Nagar,Ajay Bhatt,Bharatiya Janata Party,772195,61.35,Won
Uttarakhand,Tehri Garhwal,MALA RAJYA LAXMI SHAH,Bharatiya Janata Party,565333,64.53,Won
West Bengal,Alipurduars,JOHN BARLA,Bharatiya Janata Party,750804,54.4,Won
West Bengal,Arambagh,APARUPA PODDAR (AFRIN ALI),All India Trinamool Congress,649929,44.15,Won
West Bengal,Asansol,BABUL SUPRIYO,Bharatiya Janata Party,633378,51.16,Won
West Bengal,Baharampur,ADHIR RANJAN CHOWDHURY,Indian National Congress,591106,45.47,Won
West Bengal,Balurghat,Sukanta Majumdar,Bharatiya Janata Party,539317,45.02,Won
West Bengal,Bangaon,SHANTANU THAKUR,Bharatiya Janata Party,687622,48.85,Won
West Bengal,Bankura,DR. SUBHAS SARKAR,Bharatiya Janata Party,675319,49.23,Won
West Bengal,Barasat,Dr. Kakoli Ghoshdastidar,All India Trinamool Congress,648084,46.47,Won
West Bengal,Bardhaman Durgapur,S.S AHLUWALIA,Bharatiya Janata Party,598376,41.76,Won
West Bengal,Bardhaman Purba,SUNIL KUMAR MONDAL,All India Trinamool Congress,640834,44.52,Won
West Bengal,Barrackpore,ARJUN SINGH,Bharatiya Janata Party,472994,42.82,Won
West Bengal,Basirhat,Nusrat Jahan Ruhi,All India Trinamool Congress,782078,54.56,Won
West Bengal,Birbhum,SATABDI ROY,All India Trinamool Congress,654077,45.13,Won
West Bengal,Bishnupur,KHAN SAUMITRA,Bharatiya Janata Party,657019,46.25,Won
West Bengal,Bolpur,ASIT KUMAR MAL,All India Trinamool Congress,699171,47.85,Won
West Bengal,Cooch behar,NISITH PRAMANIK,Bharatiya Janata Party,731594,47.98,Won
West Bengal,Darjeeling,RAJU BISTA,Bharatiya Janata Party,750067,59.19,Won
West Bengal,Diamond harbour,ABHISHEK BANERJEE,All India Trinamool Congress,791127,56.15,Won
West Bengal,Dum dum,SOUGATA RAY,All India Trinamool Congress,512062,42.51,Won
West Bengal,Ghatal,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,717959,48.22,Won
West Bengal,Hooghly,LOCKET CHATTERJEE,Bharatiya Janata Party,671448,46.06,Won
West Bengal,Howrah,Prasun Banerjee,All India Trinamool Congress,576711,47.18,Won
West Bengal,Jadavpur,MIMI CHAKRABORTY,All India Trinamool Congress,688472,47.91,Won
West Bengal,Jalpaiguri,Dr. JAYANTA KUMAR ROY,Bharatiya Janata Party,760145,50.65,Won
West Bengal,Jangipur,KHALILUR RAHAMAN,All India Trinamool Congress,562838,43.15,Won
West Bengal,Jhargram,Kunar Hembram,Bharatiya Janata Party,626583,44.56,Won
West Bengal,Joynagar,PRATIMA MONDAL,All India Trinamool Congress,761202,56.13,Won
West Bengal,Kanthi,Adhikari Sisir,All India Trinamool Congress,711872,49.98,Won
West Bengal,Kolkata Dakshin,Mala Roy,All India Trinamool Congress,573119,47.5,Won
West Bengal,Kolkata Uttar,BANDYOPADHYAY SUDIP,All India Trinamool Congress,474891,49.96,Won
West Bengal,Krishnanagar,MAHUA MOITRA,All India Trinamool Congress,614872,45.0,Won
West Bengal,Maldaha Dakshin,ABU HASEM KHAN CHOWDHURY (DALU),Indian National Congress,444270,34.73,Won
West Bengal,Maldaha Uttar,KHAGEN MURMU,Bharatiya Janata Party,509524,37.61,Won
West Bengal,Mathurapur,CHOUDHURY MOHAN JATUA,All India Trinamool Congress,726828,51.84,Won
West Bengal,Medinipur,Dilip Ghosh,Bharatiya Janata Party,685433,48.62,Won
West Bengal,Murshidabad,ABU TAHER KHAN,All India Trinamool Congress,604346,41.57,Won
West Bengal,Purulia,JYOTIRMAY SINGH MAHATO,Bharatiya Janata Party,668107,49.3,Won
West Bengal,Raiganj,DEBASREE CHAUDHURI,Bharatiya Janata Party,511652,40.06,Won
West Bengal,Ranaghat,JAGANNATH SARKAR,Bharatiya Janata Party,783253,52.78,Won
West Bengal,Srerampur,KALYAN BANERJEE,All India Trinamool Congress,637707,45.5,Won
West Bengal,Tamluk,Adhikari Dibyendu,All India Trinamool Congress,724433,50.08,Won
West Bengal,Uluberia,SAJDA AHMED,All India Trinamool Congress,694945,53.0,Won
Andaman & Nicobar Islands,Andaman & Nicobar Islands,AYAN MANDAL,All India Trinamool Congress,1721,0.83,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,KULDEEP RAI SHARMA,Indian National Congress,95308,45.98,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,PRAKASH MINJ,Bahujan Samaj Party,2486,1.2,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,VISHAL JOLLY,Bharatiya Janata Party,93901,45.3,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,SANJAY MESHACK,Aam Aadmi Party,2839,1.37,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,C G SAJI KUMAR,All India Hindustan Congress Party,212,0.1,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K KALIMUTHU,Independent,275,0.13,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,V V KHALID,Independent,306,0.15,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,GOUR CHANDRA MAJUMDER,Independent,221,0.11,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,PARITOSH KUMAR HALDAR,Independent,5341,2.58,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,MINATI BISWAS,Independent,618,0.3,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,C U RASHEED,Independent,273,0.13,Lost
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K VENKAT RAM BABU,Independent,914,0.44,Lost
