State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Uttar Pradesh,Dhaurahra,JANARDAN PRASAD,Communist Party of India,15900,1.43,Lost
Uttar Pradesh,Dhaurahra,RAJESH KUMAR,Political Justice Party,5023,0.45,Lost
Uttar Pradesh,Dhaurahra,ASHUTOSH PATHAK,Aam Janta Party (India),3556,0.32,Lost
Uttar Pradesh,Dhaurahra,SUDESH KUMAR,Lok Jan Sangharsh Party,2814,0.25,Lost
Uttar Pradesh,Dhaurahra,SAMRENDRA KUMAR,Independent,2484,0.22,Lost
Uttar Pradesh,Dhaurahra,VIJAY KUMAR TIWARI,Independent,2017,0.18,Lost
Uttar Pradesh,Dhaurahra,KASIM ALI,Peace Party,1812,0.16,Lost
Uttar Pradesh,Dhaurahra,SAKASEN,Sardar Patel Siddhant Party,1296,0.12,Lost
Uttar Pradesh,Dhaurahra,RAM NARESH,Independent,1290,0.12,Lost
Uttar Pradesh,Dhaurahra,NOTA,None of the Above,7144,0.64,Lost
Uttar Pradesh,Domariyaganj,JAGDAMBIKA PAL,Bharatiya Janata Party,463303,45.47,Won
Uttar Pradesh,Domariyaganj,BHISHMA SHANKAR ALIAS KUSHAL TIWARI,Samajwadi Party,420575,41.27,Lost
Uttar Pradesh,Domariyaganj,AMAR SINGH CHAUDHARY,Aazad Samaj Party (Kanshi Ram),81305,7.98,Lost
Uttar Pradesh,Domariyaganj,MD. NADEEM,Bahujan Samaj Party,35936,3.53,Lost
Uttar Pradesh,Domariyaganj,NAUSHAD AZAM,Peace Party,5138,0.5,Lost
Uttar Pradesh,Domariyaganj,KIRAN DEVI,Independent,3261,0.32,Lost
Uttar Pradesh,Domariyaganj,NOTA,None of the Above,9447,0.93,Lost
Uttar Pradesh,Etah,DEVESH SHAKYA,Samajwadi Party,475808,47.09,Won
Uttar Pradesh,Etah,RAJVEER SINGH (RAJU BHAIYA),Bharatiya Janata Party,447756,44.32,Lost
Uttar Pradesh,Etah,MOHAMMAD IRFAN ADVOCATE,Bahujan Samaj Party,71585,07.08,Lost
Uttar Pradesh,Etah,ANUPAM KUMAR,Kisan Kranti Dal,3949,0.39,Lost
Uttar Pradesh,Etah,KAILASH KUMAR,Independent,1728,0.17,Lost
Uttar Pradesh,Etah,DANVEER,Independent,1265,0.13,Lost
Uttar Pradesh,Etah,UDAY VEER SINGH,Peoples Party of India (Democratic),992,0.1,Lost
Uttar Pradesh,Etah,ASHOK KUMAR,Independent,780,0.08,Lost
Uttar Pradesh,Etah,VIABHAV MISHRA,Bhartiya Shakti Chetna Party,747,0.07,Lost
Uttar Pradesh,Etah,AMAR SINGH,Independent,615,0.06,Lost
Uttar Pradesh,Etah,NOTA,None of the Above,5156,0.51,Lost
Uttar Pradesh,Etawah,JITENDRA KUMAR DOHARE,Samajwadi Party,490747,47.47,Won
Uttar Pradesh,Etawah,DR RAM SHANKAR KATHERIA,Bharatiya Janata Party,432328,41.82,Lost
Uttar Pradesh,Etawah,SARIKA SINGH BAGHEL,Bahujan Samaj Party,96541,9.34,Lost
Uttar Pradesh,Etawah,SUNIL SHANKWAR ADVOCATE,Independent,2963,0.29,Lost
Uttar Pradesh,Etawah,MULAYAM SINGH,Independent,1708,0.17,Lost
Uttar Pradesh,Etawah,BHUVNESH KUMARI,Samyak Party,1657,0.16,Lost
Uttar Pradesh,Etawah,VIVEK RAJ,Janta Samajwadi Party (Vivek Raj),1574,0.15,Lost
Uttar Pradesh,Etawah,NOTA,None of the Above,6266,0.61,Lost
Uttar Pradesh,Faizabad,AWADHESH PRASAD,Samajwadi Party,554289,48.59,Won
Uttar Pradesh,Faizabad,LALLU SINGH,Bharatiya Janata Party,499722,43.81,Lost
Uttar Pradesh,Faizabad,SACHIDANAND PANDEY,Bahujan Samaj Party,46407,04.07,Lost
Uttar Pradesh,Faizabad,ARVIND SEN,Communist Party of India,15367,1.35,Lost
Uttar Pradesh,Faizabad,SUNIL KUMAR BHATT,Independent,3827,0.34,Lost
Uttar Pradesh,Faizabad,KANCHAN YADAV,Moulik Adhikar Party,2666,0.23,Lost
Uttar Pradesh,Faizabad,AMBRISH DEV GUPTA,Bharat Mahaparivar Party,2218,0.19,Lost
Uttar Pradesh,Faizabad,FAREED SALMANI,Independent,1780,0.16,Lost
Uttar Pradesh,Faizabad,LAL MANI URF L.M. TRIPATHI (BHAI SAHAB),Independent,1717,0.15,Lost
Uttar Pradesh,Faizabad,ANIL KUMAR RAVAT,Rashtriya Janshakti Samaj Party,1638,0.14,Lost
Uttar Pradesh,Faizabad,JAGAT SINGH,Independent,1254,0.11,Lost
Uttar Pradesh,Faizabad,BRAJENDRA DUTT TRIPATHI URF B. D. TRIPATHI,Adarshwaadi Congress Party,1173,0.1,Lost
Uttar Pradesh,Faizabad,ARUN KUMAR,Independent,1067,0.09,Lost
Uttar Pradesh,Faizabad,NOTA,None of the Above,7536,0.66,Lost
Uttar Pradesh,Farrukhabad,MUKESH RAJPUT,Bharatiya Janata Party,487963,47.2,Won
Uttar Pradesh,Farrukhabad,DR. NAVAL KISHOR SHAKYA,Samajwadi Party,485285,46.94,Lost
Uttar Pradesh,Farrukhabad,KRANTI PANDEY,Bahujan Samaj Party,45390,4.39,Lost
Uttar Pradesh,Farrukhabad,AMAR SINGH,Bharatiya Rashtriya Morcha,3358,0.32,Lost
Uttar Pradesh,Farrukhabad,HARNANDAN SINGH,Independent,2469,0.24,Lost
Uttar Pradesh,Farrukhabad,SHYAMVEER SINGH,Bharatiya Nagrik Party,2434,0.24,Lost
Uttar Pradesh,Farrukhabad,VIDYAPRAKASH,Bharatheeya Jawan Kisan Party,1467,0.14,Lost
Uttar Pradesh,Farrukhabad,DINESH,Bhartiya Shakti Chetna Party,1063,0.1,Lost
Uttar Pradesh,Farrukhabad,NOTA,None of the Above,4365,0.42,Lost
Uttar Pradesh,Fatehpur,NARESH CHANDRA UTTAM PATEL,Samajwadi Party,500328,45.2,Won
Uttar Pradesh,Fatehpur,NIRANJAN JYOTI,Bharatiya Janata Party,467129,42.2,Lost
Uttar Pradesh,Fatehpur,MANISH SINGH SACHAN,Bahujan Samaj Party,90970,8.22,Lost
Uttar Pradesh,Fatehpur,BIRENDRA SINGH,Independent,7920,0.72,Lost
Uttar Pradesh,Fatehpur,KAMLESH KUMAR SINGH,Parivartan Samaj Party,5219,0.47,Lost
Uttar Pradesh,Fatehpur,PANKAJ AWASTHI,Independent,4457,0.4,Lost
Uttar Pradesh,Fatehpur,RAMKISHOR,Rashtra Uday Party,4079,0.37,Lost
Uttar Pradesh,Fatehpur,JITENDRA KUMAR MAURYA,Independent,3336,0.3,Lost
Uttar Pradesh,Fatehpur,KULDEEP KUSHWAHA,Independent,2726,0.25,Lost
Uttar Pradesh,Fatehpur,RAJ BAHADUR,Peoples Party of India (Democratic),2654,0.24,Lost
Uttar Pradesh,Fatehpur,NIRAJ KUMAR,Akhil Bhartiya Parivar Party,2567,0.23,Lost
Uttar Pradesh,Fatehpur,RAM BIHARI,Bhartiya Shakti Chetna Party,2344,0.21,Lost
Uttar Pradesh,Fatehpur,NEERAJ LODHI,Vikas Insaf Party,2033,0.18,Lost
Uttar Pradesh,Fatehpur,JAY CHANDRA KUMAR,Vishwa Kalyan Rashtriya Manav Samaj Party,1604,0.14,Lost
Uttar Pradesh,Fatehpur,RAJESH KUMAR PATEL,Sardar Patel Siddhant Party,1458,0.13,Lost
Uttar Pradesh,Fatehpur,NOTA,None of the Above,8120,0.73,Lost
Uttar Pradesh,Fatehpur Sikri,RAJKUMAR CHAHAR,Bharatiya Janata Party,445657,43.09,Won
Uttar Pradesh,Fatehpur Sikri,RAMNATH SINGH SIKARWAR,Indian National Congress,402252,38.9,Lost
Uttar Pradesh,Fatehpur Sikri,PT.  RAMNIWAS SHARMA,Bahujan Samaj Party,120539,11.66,Lost
Uttar Pradesh,Fatehpur Sikri,DR RAMESHWAR SINGH,Independent,48606,4.7,Lost
Uttar Pradesh,Fatehpur Sikri,KALLAN KUMBHKAR,Independent,3463,0.33,Lost
Uttar Pradesh,Fatehpur Sikri,HOTAM SINGH NISHAD,Rashtriya Shoshit Samaj Party,1810,0.18,Lost
Uttar Pradesh,Fatehpur Sikri,GIRRAJ SINGH DHAKREY,"Proutist Bloc, India",1564,0.15,Lost
Uttar Pradesh,Fatehpur Sikri,SANGEETA TOMAR,Bharatiya Majdoor Janta Party,1433,0.14,Lost
Uttar Pradesh,Fatehpur Sikri,VED PRAKASH,Rashtriya Jansanchar Dal,1038,0.1,Lost
Uttar Pradesh,Fatehpur Sikri,NOTA,None of the Above,7793,0.75,Lost
Uttar Pradesh,Firozabad,AKSHAYA YADAV,Samajwadi Party,543037,49.04,Won
Uttar Pradesh,Firozabad,VISHWADEEP SINGH,Bharatiya Janata Party,453725,40.98,Lost
Uttar Pradesh,Firozabad,CHOWDHARY BASHEER,Bahujan Samaj Party,90948,8.21,Lost
Uttar Pradesh,Firozabad,UPENDRA SINGH,Bharatiya Kisan Parivartan Party,7119,0.64,Lost
Uttar Pradesh,Firozabad,RASHMI KANT,Parivartan Samaj Party,2930,0.26,Lost
Uttar Pradesh,Firozabad,PREM DUTT,Rashtra Uday Party,2878,0.26,Lost
Uttar Pradesh,Firozabad,RAJVEER,Independent,1380,0.12,Lost
Uttar Pradesh,Firozabad,NOTA,None of the Above,5279,0.48,Lost
Uttar Pradesh,Gautam Buddha Nagar,DR. MAHESH SHARMA,Bharatiya Janata Party,857829,59.69,Won
Uttar Pradesh,Gautam Buddha Nagar,DR. MAHENDRA SINGH NAGAR,Samajwadi Party,298357,20.76,Lost
Uttar Pradesh,Gautam Buddha Nagar,RAJENDRA SINGH SOLANKI,Bahujan Samaj Party,251615,17.51,Lost
Uttar Pradesh,Gautam Buddha Nagar,BHIM PRAKASH JIGYASU,Viro Ke Vir Indian Party,3875,0.27,Lost
Uttar Pradesh,Gautam Buddha Nagar,MOHD. MUMTAJ AALAM,Independent,2821,0.2,Lost
Uttar Pradesh,Gautam Buddha Nagar,SHIVAM ASHUTOSH,Independent,2641,0.18,Lost
Uttar Pradesh,Gautam Buddha Nagar,MANISH KUMAR DWIVEDI,Akhil Bhartiya Parivar Party,1772,0.12,Lost
Uttar Pradesh,Gautam Buddha Nagar,KISHOR SINGH,National Party,1767,0.12,Lost
Uttar Pradesh,Gautam Buddha Nagar,MAHKAR SINGH,Independent,1124,0.08,Lost
Uttar Pradesh,Gautam Buddha Nagar,KM. SHALU,Loktantrik Janshakti Party,1050,0.07,Lost
Uttar Pradesh,Gautam Buddha Nagar,PARAG KAUSHIK,Independent,946,0.07,Lost
Uttar Pradesh,Gautam Buddha Nagar,NARESH NAUTIYAL,Bhartiya Rashtriya Jansatta,941,0.07,Lost
Uttar Pradesh,Gautam Buddha Nagar,RAN SINGH DUDEE,Super Power India Party,908,0.06,Lost
Uttar Pradesh,Gautam Buddha Nagar,RAJEEV MISHRA,Jai Hind National Party,657,0.05,Lost
Uttar Pradesh,Gautam Buddha Nagar,NARAVEDASHVAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),617,0.04,Lost
Uttar Pradesh,Gautam Buddha Nagar,NOTA,None of the Above,10324,0.72,Lost
Uttar Pradesh,Ghaziabad,ATUL GARG,Bharatiya Janata Party,854170,58.09,Won
Uttar Pradesh,Ghaziabad,DOLLY SHARMA,Indian National Congress,517205,35.17,Lost
Uttar Pradesh,Ghaziabad,NAND KISHOR PUNDIR,Bahujan Samaj Party,79525,5.41,Lost
Uttar Pradesh,Ghaziabad,RAVI KUMAR PANCHAL,Independent,1966,0.13,Lost
Uttar Pradesh,Ghaziabad,ANAND KUMAR,Rashtra Nirman Party,1178,0.08,Lost
Uttar Pradesh,Ghaziabad,NATTHUSINGH CHAUDHARY,Independent,1162,0.08,Lost
Uttar Pradesh,Ghaziabad,AURANGJEB,Independent,1120,0.08,Lost
Uttar Pradesh,Ghaziabad,NAMAHA,Samaj Vikas Kranti Party,1080,0.07,Lost
Uttar Pradesh,Ghaziabad,AVDESH KUMAR,Independent,1043,0.07,Lost
Uttar Pradesh,Ghaziabad,POOJA SAXENA,Right to Recall Party,878,0.06,Lost
Uttar Pradesh,Ghaziabad,KAVITA,Independent,775,0.05,Lost
Uttar Pradesh,Ghaziabad,ANSUL GUPTA,Rashtriya Jan Karmath Party,764,0.05,Lost
Uttar Pradesh,Ghaziabad,DHIRENDRA SINGH BHADAURIYA,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),700,0.05,Lost
Uttar Pradesh,Ghaziabad,ABHISHEK PUNDIR,Independent,653,0.04,Lost
Uttar Pradesh,Ghaziabad,NOTA,None of the Above,8211,0.56,Lost
Uttar Pradesh,Ghazipur,AFZAL ANSARI,Samajwadi Party,539912,46.82,Won
Uttar Pradesh,Ghazipur,PARS NATH RAI,Bharatiya Janata Party,415051,35.99,Lost
Uttar Pradesh,Ghazipur,UMESH KUMAR SINGH,Bahujan Samaj Party,164964,14.31,Lost
Uttar Pradesh,Ghazipur,AJAY,Vishwa Kalyan Rashtriya Manav Samaj Party,5074,0.44,Lost
Uttar Pradesh,Ghazipur,NUSRAT ANSARI,Independent,4616,0.4,Lost
Uttar Pradesh,Ghazipur,ADITYA SHRIVASTAV,Yuga Thulasi Party,3316,0.29,Lost
Uttar Pradesh,Ghazipur,SATYDEV YADAV,Independent,3172,0.28,Lost
Uttar Pradesh,Ghazipur,GYANCHANDRA BIND,Independent,3135,0.27,Lost
Uttar Pradesh,Ghazipur,RAMPRAVESH,Moulik Adhikar Party,2833,0.25,Lost
Uttar Pradesh,Ghazipur,DHANANJAY KUMAR TIWARI,Bhartiya Lokvani Party,1956,0.17,Lost
Uttar Pradesh,Ghazipur,NOTA,None of the Above,9065,0.79,Lost
Uttar Pradesh,Ghosi,RAJEEV RAI,Samajwadi Party,503131,43.73,Won
Uttar Pradesh,Ghosi,DR. ARVIND RAJBHAR,Suheldev Bharatiya Samaj Party,340188,29.57,Lost
Uttar Pradesh,Ghosi,BALKRISHNA CHAUHAN,Bahujan Samaj Party,209404,18.2,Lost
Uttar Pradesh,Ghosi,LILAWATI RAJBHAR,Moolniwasi Samaj Party,47527,4.13,Lost
Uttar Pradesh,Ghosi,PAWAN KUMAR CHAUHAN,Independent,7077,0.62,Lost
Uttar Pradesh,Ghosi,VINOD KUMAR RAI,Communist Party of India,6993,0.61,Lost
Uttar Pradesh,Ghosi,ROLI GUPTA,Akhil Bhartiya Hamara Samaj Party,4225,0.37,Lost
Uttar Pradesh,Ghosi,VIRENDRA,Rashtriya Jantantrik Bharat Vikas Party,2347,0.2,Lost
Uttar Pradesh,Ghosi,VIJAY,Socialist Unity Centre Of India (COMMUNIST),2241,0.19,Lost
Uttar Pradesh,Ghosi,AWADHESH KUMAR CHAUHAN,Janta Kranti Party (Rashtravadi),2239,0.19,Lost
Uttar Pradesh,Ghosi,SATISH CHAND PRAJAPATI FAUJI,Samajhdar Party,1921,0.17,Lost
Uttar Pradesh,Ghosi,MADAN RAJBHAR,Mang Samaj Party,1905,0.17,Lost
Uttar Pradesh,Ghosi,SAUDAGER,Independent,1892,0.16,Lost
Uttar Pradesh,Ghosi,RAJENDRA RAM,Independent,1649,0.14,Lost
Uttar Pradesh,Ghosi,YAKUB ANSARI,Peace Party,1573,0.14,Lost
Uttar Pradesh,Ghosi,PREM CHAND,Pragatisheel Manav Samaj Party,1561,0.14,Lost
Uttar Pradesh,Ghosi,SANTOSH KUMAR GUPTA,Janlok Vikas Party,1473,0.13,Lost
Uttar Pradesh,Ghosi,JYOTIRMA PATHAK,Independent,1204,0.1,Lost
Uttar Pradesh,Ghosi,BADRI NATH,Independent,1170,0.1,Lost
Uttar Pradesh,Ghosi,PREMCHAND NAYAK,Independent,1117,0.1,Lost
Uttar Pradesh,Ghosi,RAMNARESH YADAV,Jan Raajya Party,885,0.08,Lost
Uttar Pradesh,Ghosi,RAJIV KUMAR SINGH,Independent,857,0.07,Lost
Uttar Pradesh,Ghosi,ISHWAR DAYAL SINGH SETH,Bhartiya Sabka Dal,841,0.07,Lost
Uttar Pradesh,Ghosi,PRAGYESH KUMAR,Independent,818,0.07,Lost
Uttar Pradesh,Ghosi,RAMVACHAN,Sardar Patel Siddhant Party,773,0.07,Lost
Uttar Pradesh,Ghosi,RAJENDRA AGRAWAL,Independent,730,0.06,Lost
Uttar Pradesh,Ghosi,GOPAL SINGH,Azad Adhikar Sena,737,0.06,Lost
Uttar Pradesh,Ghosi,ISMAIL ANSARI,Aawami Pichhada Party,594,0.05,Lost
Uttar Pradesh,Ghosi,NOTA,None of the Above,3518,0.31,Lost
Uttar Pradesh,Gonda,KIRTIVARDHAN SINGH,Bharatiya Janata Party,474258,49.77,Won
Uttar Pradesh,Gonda,SHREYA VERMA,Samajwadi Party,428034,44.92,Lost
Uttar Pradesh,Gonda,SAURABH,Bahujan Samaj Party,29429,03.09,Lost
Uttar Pradesh,Gonda,RAM UJAGAR,Independent,3535,0.37,Lost
Uttar Pradesh,Gonda,ARUNIMA PANDEY,Independent,3073,0.32,Lost
Uttar Pradesh,Gonda,RAGHAVENDRA,Bhartiya Shakti Chetna Party,2028,0.21,Lost
Uttar Pradesh,Gonda,RAJKUMAR,Independent,1989,0.21,Lost
Uttar Pradesh,Gonda,VINOD KUMAR SINGH,Bhartiya Uday Nirman Party,1483,0.16,Lost
Uttar Pradesh,Gonda,NOTA,None of the Above,9055,0.95,Lost
Uttar Pradesh,Gorakhpur,RAVINDRA SHUKLA ALIAS RAVI KISHAN,Bharatiya Janata Party,585834,50.75,Won
Uttar Pradesh,Gorakhpur,KAJAL NISHAD,Samajwadi Party,482308,41.78,Lost
Uttar Pradesh,Gorakhpur,JAVED ASHRAF ALIAS JAVED SIMNANI,Bahujan Samaj Party,55781,4.83,Lost
Uttar Pradesh,Gorakhpur,ANAND KUMAR YADAV ALIAS ANAND KUMAR FAUJI,Bharatheeya Jawan Kisan Party,4955,0.43,Lost
Uttar Pradesh,Gorakhpur,PINTU SAHANI,Independent,4032,0.35,Lost
Uttar Pradesh,Gorakhpur,SHIVSHANKAR PRAJAPATI,Bhagidari Party(P),2635,0.23,Lost
Uttar Pradesh,Gorakhpur,SUDHANSHU,Independent,2395,0.21,Lost
Uttar Pradesh,Gorakhpur,SANJAY SINGH RANA,Bhartiya Sarvdharm Party,2012,0.17,Lost
Uttar Pradesh,Gorakhpur,NAFEES AKHTAR,Independent,1880,0.16,Lost
Uttar Pradesh,Gorakhpur,ANKIT SHAH,Bharatiya Yuva Jan Ekta Party,1874,0.16,Lost
Uttar Pradesh,Gorakhpur,AMITA BHARATI,Independent,1364,0.12,Lost
Uttar Pradesh,Gorakhpur,SONU RAI,Mera Adhikaar Rashtriya Dal,898,0.08,Lost
Uttar Pradesh,Gorakhpur,SHRIRAM PRASAD,Al-Hind Party,764,0.07,Lost
Uttar Pradesh,Gorakhpur,NOTA,None of the Above,7681,0.67,Lost
Uttar Pradesh,Hamirpur,AJENDRA SINGH LODHI,Samajwadi Party,490683,44,Won
Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,Bharatiya Janata Party,488054,43.76,Lost
Uttar Pradesh,Hamirpur,NIRDOSH KUMAR DIXIT,Bahujan Samaj Party,94696,8.49,Lost
Uttar Pradesh,Hamirpur,ANUPAM KUMAR TRIPATHI,Bhartiya Shakti Chetna Party,6407,0.57,Lost
Uttar Pradesh,Hamirpur,BRIJESH KUMAR PAL,Rashtra Uday Party,4527,0.41,Lost
Uttar Pradesh,Hamirpur,BHUVANENDRA NARAYAN SINGH,Independent,4320,0.39,Lost
Uttar Pradesh,Hamirpur,SANTOSH KUMAR,Independent,3777,0.34,Lost
Uttar Pradesh,Hamirpur,RAJESH SINGH,Independent,3607,0.32,Lost
Uttar Pradesh,Hamirpur,SURESH KUMAR,Eklavya Samaj Party,2181,0.2,Lost
Uttar Pradesh,Hamirpur,SANJIV KUMAR,Spashtwadi Jan Aadhar Party,2003,0.18,Lost
Uttar Pradesh,Hamirpur,DHARMRAJ,Al-Hind Party,1591,0.14,Lost
Uttar Pradesh,Hamirpur,NOTA,None of the Above,13453,1.21,Lost
Uttar Pradesh,Hardoi,JAI PRAKASH,Bharatiya Janata Party,486798,44.25,Won
Uttar Pradesh,Hardoi,USHA VERMA,Samajwadi Party,458942,41.72,Lost
Uttar Pradesh,Hardoi,BHIMRAO AMBEDKAR,Bahujan Samaj Party,122629,11.15,Lost
Uttar Pradesh,Hardoi,SHIVE KUMAR,Independent,4898,0.45,Lost
Uttar Pradesh,Hardoi,SHYAM  KUMAR,Peoples Party of India (Democratic),4200,0.38,Lost
Uttar Pradesh,Hardoi,SUNIL KUMAR VERMA,Independent,3821,0.35,Lost
Uttar Pradesh,Hardoi,INDRAPAL PASI,Justice Party,2946,0.27,Lost
Uttar Pradesh,Hardoi,MUNNA LAL,Naari Nar Rakshak Party,1589,0.14,Lost
Uttar Pradesh,Hardoi,OM PRAKASH,Independent,1561,0.14,Lost
Uttar Pradesh,Hardoi,AWADESH KUMAR,Independent,1424,0.13,Lost
Uttar Pradesh,Hardoi,PRADEEP KUMAR,Bhartiya Krishak Dal,1354,0.12,Lost
Uttar Pradesh,Hardoi,BRAHMA PRASAD,Lok Jan Sangharsh Party,1140,0.1,Lost
Uttar Pradesh,Hardoi,NOTA,None of the Above,8814,0.8,Lost
Uttar Pradesh,Hathras,ANOOP PRADHAN BALMIKI,Bharatiya Janata Party,554746,51.24,Won
Uttar Pradesh,Hathras,JASVEER VALMIKI,Samajwadi Party,307428,28.39,Lost
Uttar Pradesh,Hathras,HEMBABOO DHANGAR,Bahujan Samaj Party,201263,18.59,Lost
Uttar Pradesh,Hathras,JAYPAL MAHOR,Independent,3061,0.28,Lost
Uttar Pradesh,Hathras,RAJPAL SINGH,Independent,2372,0.22,Lost
Uttar Pradesh,Hathras,GHANSHYAM SINGH,Swaraj Bhartiya Nyay Party,2345,0.22,Lost
Uttar Pradesh,Hathras,RAVI KUMAR,Independent,1645,0.15,Lost
Uttar Pradesh,Hathras,DR. JAYVEER SINGH DHANGAR,Rashtra Uday Party,1607,0.15,Lost
Uttar Pradesh,Hathras,DINESH SAI,Independent,1144,0.11,Lost
Uttar Pradesh,Hathras,MUNNALAL JATAV,Independent,810,0.07,Lost
Uttar Pradesh,Hathras,NOTA,None of the Above,6299,0.58,Lost
Uttar Pradesh,Jalaun,NARAYAN DAS AHIRWAR,Samajwadi Party,530180,46.96,Won
Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,476282,42.19,Lost
Uttar Pradesh,Jalaun,SURESH CHANDRA GAUTAM,Bahujan Samaj Party,100248,8.88,Lost
Uttar Pradesh,Jalaun,BRIJ MOHAN,Independent,4673,0.41,Lost
Uttar Pradesh,Jalaun,NAGENDRA KUMAR,Bhartiya Shakti Chetna Party,3212,0.28,Lost
Uttar Pradesh,Jalaun,PREMLATA VERMA,Independent,3200,0.28,Lost
Uttar Pradesh,Jalaun,NOTA,None of the Above,11154,0.99,Lost
Uttar Pradesh,Jaunpur,BABU SINGH KUSHWAHA,Samajwadi Party,509130,46.21,Won
Uttar Pradesh,Jaunpur,KRIPASHANKAR SINGH,Bharatiya Janata Party,409795,37.19,Lost
Uttar Pradesh,Jaunpur,SHYAM SINGH YADAV,Bahujan Samaj Party,157137,14.26,Lost
Uttar Pradesh,Jaunpur,SARFARAZ AHMAD,Independent,2750,0.25,Lost
Uttar Pradesh,Jaunpur,ASHOK SINGH,Samaj Vikas Kranti Party,2755,0.25,Lost
Uttar Pradesh,Jaunpur,JIYALAL PRAJAPATI,Bhagidari Party(P),2235,0.2,Lost
Uttar Pradesh,Jaunpur,SHRIPATI MAURYA,Independent,2094,0.19,Lost
Uttar Pradesh,Jaunpur,SHAH ALAM,Apna Dal (Kamerawadi),2003,0.18,Lost
Uttar Pradesh,Jaunpur,FULACHANDR,Moulik Adhikar Party,1633,0.15,Lost
Uttar Pradesh,Jaunpur,KRIPASHANKAR C PANDEY,Independent,1447,0.13,Lost
Uttar Pradesh,Jaunpur,GOVIND LAL,Independent,1389,0.13,Lost
Uttar Pradesh,Jaunpur,RAM PYARE,Socialist Unity Centre Of India (COMMUNIST),1161,0.11,Lost
Uttar Pradesh,Jaunpur,NISHA PATEL,Sardar Patel Siddhant Party,1128,0.1,Lost
Uttar Pradesh,Jaunpur,BHARAT RAM,Pachchasi Parivartan Samaj Party,802,0.07,Lost
Uttar Pradesh,Jaunpur,NOTA,None of the Above,6329,0.57,Lost
Uttar Pradesh,Jhansi,ANURAG SHARMA,Bharatiya Janata Party,690316,50,Won
Uttar Pradesh,Jhansi,"PRADEEP JAIN ""ADITYA""",Indian National Congress,587702,42.57,Lost
Uttar Pradesh,Jhansi,RAVI PRAKASH,Bahujan Samaj Party,63192,4.58,Lost
Uttar Pradesh,Jhansi,LAKHAN LAL,Independent,6832,0.49,Lost
Uttar Pradesh,Jhansi,RAMESH,Independent,6338,0.46,Lost
Uttar Pradesh,Jhansi,GANESH RAM,Independent,2575,0.19,Lost
Uttar Pradesh,Jhansi,CHANDAN SINGH,Apna Dal (Kamerawadi),2491,0.18,Lost
Uttar Pradesh,Jhansi,DHARMENDRA PRATAP,Independent,2303,0.17,Lost
Uttar Pradesh,Jhansi,INDRA SINGH,Independent,2078,0.15,Lost
Uttar Pradesh,Jhansi,ER. DEEPAK KUMAR VERMA,Al-Hind Party,1377,0.1,Lost
Uttar Pradesh,Jhansi,NOTA,None of the Above,15302,1.11,Lost
Uttar Pradesh,Kairana,IQRA CHOUDHARY,Samajwadi Party,528013,48.9,Won
Uttar Pradesh,Kairana,PRADEEP KUMAR,Bharatiya Janata Party,458897,42.5,Lost
Uttar Pradesh,Kairana,SRIPAL,Bahujan Samaj Party,76200,07.06,Lost
Uttar Pradesh,Kairana,JAHID,Social Democratic Party Of India,3320,0.31,Lost
Uttar Pradesh,Kairana,SHOKINDER KUMAR,Independent,1985,0.18,Lost
Uttar Pradesh,Kairana,MANOJ RANA,Independent,1936,0.18,Lost
Uttar Pradesh,Kairana,VIKAS KUMAR,Independent,1100,0.1,Lost
Uttar Pradesh,Kairana,OMBEER,Azad Adhikar Sena,1096,0.1,Lost
Uttar Pradesh,Kairana,VIKRAM SINGH,Independent,900,0.08,Lost
Uttar Pradesh,Kairana,PRITI KASHYAP,Rashtriya Mazdoor Ekta Party,791,0.07,Lost
Uttar Pradesh,Kairana,VIKRAM SAINI,Akhand Bharat Swatantra Party,780,0.07,Lost
Uttar Pradesh,Kairana,YOGESH,Independent,670,0.06,Lost
Uttar Pradesh,Kairana,MOHD KADIR,Independent,442,0.04,Lost
Uttar Pradesh,Kairana,NAND KISHOOR,Aapki Apni Party (Peoples),427,0.04,Lost
Uttar Pradesh,Kairana,NOTA,None of the Above,3249,0.3,Lost
Uttar Pradesh,Kaiserganj,KARAN BHUSHAN SINGH,Bharatiya Janata Party,571263,53.79,Won
Uttar Pradesh,Kaiserganj,BHAGAT RAM,Samajwadi Party,422420,39.77,Lost
Uttar Pradesh,Kaiserganj,NARENDRA PANDEY,Bahujan Samaj Party,44279,4.17,Lost
Uttar Pradesh,Kaiserganj,ARUNIMA PANDEY,Independent,9250,0.87,Lost
Uttar Pradesh,Kaiserganj,NOTA,None of the Above,14887,1.4,Lost
Uttar Pradesh,Kannauj,AKHILESH YADAV,Samajwadi Party,642292,52.74,Won
Uttar Pradesh,Kannauj,SUBRAT PATHAK,Bharatiya Janata Party,471370,38.71,Lost
Uttar Pradesh,Kannauj,IMRAN BIN ZAFAR,Bahujan Samaj Party,81639,6.7,Lost
Uttar Pradesh,Kannauj,ALOK VERMA,Rashtriya Shoshit Samaj Party,4492,0.37,Lost
